node_index,gene_id,gene_symbol,graph_degree
0,ENSG00000000003,TSPAN6,0
1,ENSG00000000005,TNMD,0
2,ENSG00000000419,DPM1,2
3,ENSG00000000457,SCYL3,0
4,ENSG00000000460,FIRRM,0
5,ENSG00000000938,FGR,0
6,ENSG00000001036,FUCA2,1
7,ENSG00000001084,GCLC,1
8,ENSG00000001167,NFYA,5
9,ENSG00000001460,STPG1,0
10,ENSG00000001461,NIPAL3,0
11,ENSG00000001497,LAS1L,26
12,ENSG00000001561,ENPP4,1
13,ENSG00000001617,SEMA3F,4
14,ENSG00000001626,CFTR,20
15,ENSG00000001629,ANKIB1,0
16,ENSG00000001630,CYP51A1,1
17,ENSG00000001631,KRIT1,7
18,ENSG00000002016,RAD52,9
19,ENSG00000002330,BAD,8
20,ENSG00000002549,LAP3,1
21,ENSG00000002587,HS3ST1,0
22,ENSG00000002745,WNT16,4
23,ENSG00000002746,HECW1,1
24,ENSG00000002822,MAD1L1,13
25,ENSG00000002834,LASP1,2
26,ENSG00000002919,SNX11,0
27,ENSG00000002933,TMEM176A,0
28,ENSG00000003056,M6PR,4
29,ENSG00000003096,KLHL13,33
30,ENSG00000003137,CYP26B1,2
31,ENSG00000003147,ICA1,2
32,ENSG00000003249,DBNDD1,0
33,ENSG00000003393,ALS2,1
34,ENSG00000003402,CFLAR,14
35,ENSG00000003436,TFPI,3
36,ENSG00000003509,NDUFAF7,1
37,ENSG00000003756,RBM5,23
38,ENSG00000003987,MTMR7,1
39,ENSG00000003989,SLC7A2,0
40,ENSG00000004059,ARF5,0
41,ENSG00000004139,SARM1,4
42,ENSG00000004142,POLDIP2,2
43,ENSG00000004399,PLXND1,8
44,ENSG00000004455,AK2,0
45,ENSG00000004468,CD38,3
46,ENSG00000004478,FKBP4,21
47,ENSG00000004487,KDM1A,70
48,ENSG00000004534,RBM6,0
49,ENSG00000004660,CAMKK1,2
50,ENSG00000004700,RECQL,1
51,ENSG00000004766,VPS50,3
52,ENSG00000004776,HSPB6,4
53,ENSG00000004777,ARHGAP33,0
54,ENSG00000004779,NDUFAB1,133
55,ENSG00000004799,PDK4,4
56,ENSG00000004838,ZMYND10,0
57,ENSG00000004846,ABCB5,1
58,ENSG00000004848,ARX,0
59,ENSG00000004864,SLC25A13,1
60,ENSG00000004866,ST7,0
61,ENSG00000004897,CDC27,49
62,ENSG00000004939,SLC4A1,6
63,ENSG00000004948,CALCR,0
64,ENSG00000004961,HCCS,0
65,ENSG00000004975,DVL2,33
66,ENSG00000005001,PRSS22,0
67,ENSG00000005007,UPF1,34
68,ENSG00000005020,SKAP2,4
69,ENSG00000005022,SLC25A5,28
70,ENSG00000005059,MCUB,6
71,ENSG00000005073,HOXA11,1
72,ENSG00000005100,DHX33,6
73,ENSG00000005102,MEOX1,0
74,ENSG00000005108,THSD7A,0
75,ENSG00000005156,LIG3,9
76,ENSG00000005175,RPAP3,13
77,ENSG00000005187,ACSM3,0
78,ENSG00000005189,REXO5,1
79,ENSG00000005194,CIAPIN1,2
80,ENSG00000005206,SPPL2B,0
81,ENSG00000005238,ATOSB,0
82,ENSG00000005243,COPZ2,12
83,ENSG00000005249,PRKAR2B,8
84,ENSG00000005302,MSL3,29
85,ENSG00000005339,CREBBP,86
86,ENSG00000005379,TSPOAP1,3
87,ENSG00000005381,MPO,13
88,ENSG00000005421,PON1,19
89,ENSG00000005436,GCFC2,6
90,ENSG00000005448,WDR54,0
91,ENSG00000005469,CROT,0
92,ENSG00000005471,ABCB4,0
93,ENSG00000005483,KMT2E,3
94,ENSG00000005486,RHBDD2,0
95,ENSG00000005513,SOX8,0
96,ENSG00000005700,IBTK,0
97,ENSG00000005810,MYCBP2,8
98,ENSG00000005812,FBXL3,4
99,ENSG00000005844,ITGAL,25
100,ENSG00000005882,PDK2,5
101,ENSG00000005884,ITGA3,23
102,ENSG00000005889,ZFX,0
103,ENSG00000005893,LAMP2,5
104,ENSG00000005961,ITGA2B,20
105,ENSG00000005981,ASB4,16
106,ENSG00000006007,GDE1,1
107,ENSG00000006015,REX1BD,0
108,ENSG00000006016,CRLF1,3
109,ENSG00000006025,OSBPL7,0
110,ENSG00000006042,TMEM98,1
111,ENSG00000006047,YBX2,0
112,ENSG00000006062,MAP3K14,6
113,ENSG00000006071,ABCC8,5
114,ENSG00000006116,CACNG3,42
115,ENSG00000006118,TMEM132A,0
116,ENSG00000006125,AP2B1,50
117,ENSG00000006128,TAC1,5
118,ENSG00000006194,ZNF263,0
119,ENSG00000006210,CX3CL1,21
120,ENSG00000006282,SPATA20,0
121,ENSG00000006283,CACNA1G,7
122,ENSG00000006377,DLX6,1
123,ENSG00000006432,MAP3K9,0
124,ENSG00000006451,RALA,9
125,ENSG00000006453,BAIAP2L1,1
126,ENSG00000006459,KDM7A,0
127,ENSG00000006468,ETV1,0
128,ENSG00000006530,AGK,4
129,ENSG00000006534,ALDH3B1,1
130,ENSG00000006555,TTC22,0
131,ENSG00000006576,PHTF2,0
132,ENSG00000006607,FARP2,3
133,ENSG00000006611,USH1C,10
134,ENSG00000006625,GGCT,0
135,ENSG00000006634,DBF4,13
136,ENSG00000006638,TBXA2R,5
137,ENSG00000006652,IFRD1,2
138,ENSG00000006695,COX10,2
139,ENSG00000006704,GTF2IRD1,1
140,ENSG00000006712,PAF1,57
141,ENSG00000006715,VPS41,9
142,ENSG00000006740,ARHGAP44,0
143,ENSG00000006744,ELAC2,1
144,ENSG00000006747,SCIN,8
145,ENSG00000006788,MYH13,14
146,ENSG00000006831,ADIPOR2,3
147,ENSG00000006837,CDKL3,0
148,ENSG00000007001,UPP2,2
149,ENSG00000007047,MARK4,9
150,ENSG00000007062,PROM1,1
151,ENSG00000007080,CCDC124,59
152,ENSG00000007168,PAFAH1B1,21
153,ENSG00000007171,NOS2,5
154,ENSG00000007174,DNAH9,0
155,ENSG00000007202,BLTP2,0
156,ENSG00000007216,SLC13A2,0
157,ENSG00000007237,GAS7,0
158,ENSG00000007255,TRAPPC6A,12
159,ENSG00000007264,MATK,4
160,ENSG00000007312,CD79B,6
161,ENSG00000007314,SCN4A,15
162,ENSG00000007341,ST7L,0
163,ENSG00000007350,TKTL1,2
164,ENSG00000007372,PAX6,13
165,ENSG00000007376,RPUSD1,0
166,ENSG00000007384,RHBDF1,0
167,ENSG00000007392,LUC7L,15
168,ENSG00000007402,CACNA2D2,10
169,ENSG00000007516,BAIAP3,0
170,ENSG00000007520,TSR3,0
171,ENSG00000007541,PIGQ,5
172,ENSG00000007545,CRAMP1,0
173,ENSG00000007866,TEAD3,6
174,ENSG00000007908,SELE,9
175,ENSG00000007923,DNAJC11,18
176,ENSG00000007933,FMO3,0
177,ENSG00000007944,MYLIP,1
178,ENSG00000007952,NOX1,22
179,ENSG00000007968,E2F2,5
180,ENSG00000008018,PSMB1,48
181,ENSG00000008056,SYN1,11
182,ENSG00000008083,JARID2,12
183,ENSG00000008086,CDKL5,0
184,ENSG00000008118,CAMK1G,1
185,ENSG00000008130,NADK,0
186,ENSG00000008196,TFAP2B,3
187,ENSG00000008197,TFAP2D,1
188,ENSG00000008226,DLEC1,0
189,ENSG00000008256,CYTH3,1
190,ENSG00000008277,ADAM22,8
191,ENSG00000008282,SYPL1,0
192,ENSG00000008283,CYB561,0
193,ENSG00000008294,SPAG9,2
194,ENSG00000008300,CELSR3,0
195,ENSG00000008311,AASS,0
196,ENSG00000008323,PLEKHG6,0
197,ENSG00000008324,SS18L2,0
198,ENSG00000008382,MPND,0
199,ENSG00000008394,MGST1,0
200,ENSG00000008405,CRY1,10
201,ENSG00000008438,PGLYRP1,1
202,ENSG00000008441,NFIX,0
203,ENSG00000008513,ST3GAL1,1
204,ENSG00000008516,MMP25,0
205,ENSG00000008710,PKD1,3
206,ENSG00000008735,MAPK8IP2,12
207,ENSG00000008838,MED24,73
208,ENSG00000008853,RHOBTB2,5
209,ENSG00000008869,HEATR5B,0
210,ENSG00000008952,SEC62,3
211,ENSG00000008988,RPS20,108
212,ENSG00000009307,CSDE1,7
213,ENSG00000009335,UBE3C,0
214,ENSG00000009413,REV3L,18
215,ENSG00000009694,TENM1,3
216,ENSG00000009709,PAX7,2
217,ENSG00000009724,MASP2,6
218,ENSG00000009765,IYD,0
219,ENSG00000009780,FAM76A,0
220,ENSG00000009790,TRAF3IP3,20
221,ENSG00000009830,POMT2,1
222,ENSG00000009844,VTA1,7
223,ENSG00000009950,MLXIPL,5
224,ENSG00000009954,BAZ1B,17
225,ENSG00000010017,RANBP9,10
226,ENSG00000010072,SPRTN,4
227,ENSG00000010165,METTL13,2
228,ENSG00000010219,DYRK4,0
229,ENSG00000010244,ZNF207,2
230,ENSG00000010256,UQCRC1,61
231,ENSG00000010270,STARD3NL,2
232,ENSG00000010278,CD9,22
233,ENSG00000010282,HHATL,0
234,ENSG00000010292,NCAPD2,5
235,ENSG00000010295,IFFO1,1
236,ENSG00000010310,GIPR,4
237,ENSG00000010318,PHF7,0
238,ENSG00000010319,SEMA3G,1
239,ENSG00000010322,NISCH,1
240,ENSG00000010327,STAB1,2
241,ENSG00000010361,FUZ,3
242,ENSG00000010379,SLC6A13,1
243,ENSG00000010404,IDS,0
244,ENSG00000010610,CD4,25
245,ENSG00000010626,LRRC23,0
246,ENSG00000010671,BTK,21
247,ENSG00000010704,HFE,5
248,ENSG00000010803,SCMH1,11
249,ENSG00000010810,FYN,75
250,ENSG00000010818,HIVEP2,0
251,ENSG00000010932,FMO1,0
252,ENSG00000011007,ELOA,36
253,ENSG00000011009,LYPLA2,3
254,ENSG00000011021,CLCN6,0
255,ENSG00000011028,MRC2,2
256,ENSG00000011083,SLC6A7,0
257,ENSG00000011105,TSPAN9,0
258,ENSG00000011114,BTBD7,0
259,ENSG00000011132,APBA3,2
260,ENSG00000011143,MKS1,13
261,ENSG00000011198,ABHD5,3
262,ENSG00000011243,AKAP8L,2
263,ENSG00000011258,MBTD1,30
264,ENSG00000011260,UTP18,66
265,ENSG00000011275,RNF216,4
266,ENSG00000011295,TTC19,0
267,ENSG00000011304,PTBP1,17
268,ENSG00000011332,DPF1,22
269,ENSG00000011347,SYT7,2
270,ENSG00000011376,LARS2,11
271,ENSG00000011405,PIK3C2A,6
272,ENSG00000011422,PLAUR,6
273,ENSG00000011426,ANLN,6
274,ENSG00000011451,WIZ,0
275,ENSG00000011454,RABGAP1,2
276,ENSG00000011465,DCN,45
277,ENSG00000011478,QPCTL,0
278,ENSG00000011485,PPP5C,26
279,ENSG00000011523,CEP68,0
280,ENSG00000011566,MAP4K3,1
281,ENSG00000011590,ZBTB32,0
282,ENSG00000011600,TYROBP,17
283,ENSG00000011638,LDAF1,0
284,ENSG00000011677,GABRA3,6
285,ENSG00000012048,BRCA1,131
286,ENSG00000012061,ERCC1,33
287,ENSG00000012124,CD22,6
288,ENSG00000012171,SEMA3B,4
289,ENSG00000012174,MBTPS2,0
290,ENSG00000012211,PRICKLE3,5
291,ENSG00000012223,LTF,15
292,ENSG00000012232,EXTL3,2
293,ENSG00000012504,NR1H4,7
294,ENSG00000012660,ELOVL5,0
295,ENSG00000012779,ALOX5,2
296,ENSG00000012817,KDM5D,2
297,ENSG00000012822,CALCOCO1,1
298,ENSG00000012963,UBR7,0
299,ENSG00000012983,MAP4K5,2
300,ENSG00000013016,EHD3,5
301,ENSG00000013275,PSMC4,42
302,ENSG00000013288,MAN2B2,2
303,ENSG00000013293,SLC7A14,0
304,ENSG00000013297,CLDN11,4
305,ENSG00000013306,SLC25A39,0
306,ENSG00000013364,MVP,2
307,ENSG00000013374,NUB1,3
308,ENSG00000013375,PGM3,0
309,ENSG00000013392,RWDD2A,0
310,ENSG00000013441,CLK1,1
311,ENSG00000013503,POLR3B,18
312,ENSG00000013523,ANGEL1,0
313,ENSG00000013561,RNF14,0
314,ENSG00000013563,DNASE1L1,0
315,ENSG00000013573,DDX11,1
316,ENSG00000013583,HEBP1,0
317,ENSG00000013588,GPRC5A,0
318,ENSG00000013619,MAMLD1,0
319,ENSG00000013725,CD6,4
320,ENSG00000014123,UFL1,2
321,ENSG00000014138,POLA2,23
322,ENSG00000014164,ZC3H3,0
323,ENSG00000014216,CAPN1,4
324,ENSG00000014257,ACP3,0
325,ENSG00000014641,MDH1,0
326,ENSG00000014824,SLC30A9,0
327,ENSG00000014914,MTMR11,0
328,ENSG00000014919,COX15,10
329,ENSG00000015133,CCDC88C,1
330,ENSG00000015153,YAF2,23
331,ENSG00000015171,ZMYND11,2
332,ENSG00000015285,WAS,41
333,ENSG00000015413,DPEP1,0
334,ENSG00000015475,BID,7
335,ENSG00000015479,MATR3,14
336,ENSG00000015520,NPC1L1,0
337,ENSG00000015532,XYLT2,2
338,ENSG00000015592,STMN4,5
339,ENSG00000015676,NUDCD3,13
340,ENSG00000016082,ISL1,4
341,ENSG00000016391,CHDH,1
342,ENSG00000016402,IL20RA,7
343,ENSG00000016490,CLCA1,1
344,ENSG00000016864,GLT8D1,0
345,ENSG00000017260,ATP2C1,1
346,ENSG00000017427,IGF1,36
347,ENSG00000017483,SLC38A5,1
348,ENSG00000017797,RALBP1,4
349,ENSG00000018189,RUFY3,0
350,ENSG00000018236,CNTN1,7
351,ENSG00000018280,SLC11A1,1
352,ENSG00000018408,WWTR1,24
353,ENSG00000018510,AGPS,2
354,ENSG00000018610,STEEP1,0
355,ENSG00000018625,ATP1A2,19
356,ENSG00000018699,TTC27,0
357,ENSG00000018869,ZNF582,0
358,ENSG00000019102,VSIG2,0
359,ENSG00000019144,PHLDB1,0
360,ENSG00000019169,MARCO,0
361,ENSG00000019186,CYP24A1,0
362,ENSG00000019485,PRDM11,0
363,ENSG00000019505,SYT13,0
364,ENSG00000019549,SNAI2,3
365,ENSG00000019582,CD74,10
366,ENSG00000019991,HGF,10
367,ENSG00000019995,ZRANB1,6
368,ENSG00000020129,NCDN,1
369,ENSG00000020181,ADGRA2,8
370,ENSG00000020256,ZFP64,0
371,ENSG00000020426,MNAT1,69
372,ENSG00000020577,SAMD4A,0
373,ENSG00000020633,RUNX3,18
374,ENSG00000020922,MRE11,14
375,ENSG00000021300,PLEKHB1,0
376,ENSG00000021488,SLC7A9,2
377,ENSG00000021574,SPAST,4
378,ENSG00000021645,NRXN3,5
379,ENSG00000021762,OSBPL5,2
380,ENSG00000021776,AQR,69
381,ENSG00000021826,CPS1,0
382,ENSG00000021852,C8B,20
383,ENSG00000022277,RTF2,1
384,ENSG00000022355,GABRA1,14
385,ENSG00000022567,SLC45A4,0
386,ENSG00000022840,RNF10,0
387,ENSG00000023041,ZDHHC6,0
388,ENSG00000023171,GRAMD1B,0
389,ENSG00000023191,RNH1,1
390,ENSG00000023228,NDUFS1,0
391,ENSG00000023287,RB1CC1,22
392,ENSG00000023318,ERP44,4
393,ENSG00000023330,ALAS1,1
394,ENSG00000023445,BIRC3,28
395,ENSG00000023516,AKAP11,1
396,ENSG00000023608,SNAPC1,8
397,ENSG00000023697,DERA,0
398,ENSG00000023734,STRAP,19
399,ENSG00000023839,ABCC2,0
400,ENSG00000023892,DEF6,0
401,ENSG00000023902,PLEKHO1,1
402,ENSG00000023909,GCLM,1
403,ENSG00000024048,UBR2,3
404,ENSG00000024422,EHD2,9
405,ENSG00000024526,DEPDC1,0
406,ENSG00000024862,CCDC28A,0
407,ENSG00000025039,RRAGD,12
408,ENSG00000025156,HSF2,0
409,ENSG00000025293,PHF20,47
410,ENSG00000025423,HSD17B6,8
411,ENSG00000025434,NR1H3,10
412,ENSG00000025708,TYMP,2
413,ENSG00000025770,NCAPH2,4
414,ENSG00000025772,TOMM34,3
415,ENSG00000025796,SEC63,5
416,ENSG00000025800,KPNA6,4
417,ENSG00000026025,VIM,4
418,ENSG00000026508,CD44,77
419,ENSG00000026559,KCNG1,0
420,ENSG00000026652,AGPAT4,8
421,ENSG00000027001,MIPEP,0
422,ENSG00000027075,PRKCH,0
423,ENSG00000027644,INSRR,3
424,ENSG00000027847,B4GALT7,0
425,ENSG00000027869,SH2D2A,4
426,ENSG00000028116,VRK2,2
427,ENSG00000028137,TNFRSF1B,11
428,ENSG00000028203,VEZT,5
429,ENSG00000028277,POU2F2,2
430,ENSG00000028310,BRD9,29
431,ENSG00000028528,SNX1,12
432,ENSG00000028839,TBPL1,4
433,ENSG00000029153,BMAL2,3
434,ENSG00000029363,BCLAF1,9
435,ENSG00000029364,SLC39A9,0
436,ENSG00000029534,ANK1,27
437,ENSG00000029559,IBSP,5
438,ENSG00000029639,TFB1M,36
439,ENSG00000029725,RABEP1,8
440,ENSG00000030066,NUP160,24
441,ENSG00000030110,BAK1,27
442,ENSG00000030304,MUSK,6
443,ENSG00000030419,IKZF2,0
444,ENSG00000030582,GRN,2
445,ENSG00000031003,FAM13B,0
446,ENSG00000031081,ARHGAP31,1
447,ENSG00000031691,CENPQ,14
448,ENSG00000031698,SARS1,2
449,ENSG00000031823,RANBP3,4
450,ENSG00000032219,ARID4A,18
451,ENSG00000032389,EIPR1,0
452,ENSG00000032444,PNPLA6,5
453,ENSG00000032742,IFT88,19
454,ENSG00000033030,ZCCHC8,4
455,ENSG00000033050,ABCF2,0
456,ENSG00000033100,CHPF2,0
457,ENSG00000033122,LRRC7,1
458,ENSG00000033170,FUT8,0
459,ENSG00000033178,UBA6,7
460,ENSG00000033327,GAB2,20
461,ENSG00000033627,ATP6V0A1,30
462,ENSG00000033800,PIAS1,8
463,ENSG00000033867,SLC4A7,1
464,ENSG00000034053,APBA2,2
465,ENSG00000034152,MAP2K3,11
466,ENSG00000034239,CLXN,0
467,ENSG00000034533,ASTE1,0
468,ENSG00000034677,RNF19A,0
469,ENSG00000034693,PEX3,23
470,ENSG00000034713,GABARAPL2,37
471,ENSG00000034971,MYOC,4
472,ENSG00000035115,SH3YL1,0
473,ENSG00000035141,FAM136A,0
474,ENSG00000035403,VCL,50
475,ENSG00000035499,DEPDC1B,0
476,ENSG00000035664,DAPK2,3
477,ENSG00000035681,NSMAF,3
478,ENSG00000035687,ADSS2,1
479,ENSG00000035720,STAP1,0
480,ENSG00000035862,TIMP2,6
481,ENSG00000035928,RFC1,9
482,ENSG00000036054,TBC1D23,2
483,ENSG00000036257,CUL3,66
484,ENSG00000036448,MYOM2,10
485,ENSG00000036473,OTC,0
486,ENSG00000036530,CYP46A1,0
487,ENSG00000036549,ZZZ3,34
488,ENSG00000036565,SLC18A1,6
489,ENSG00000036672,USP2,5
490,ENSG00000036828,CASR,2
491,ENSG00000037042,TUBG2,7
492,ENSG00000037280,FLT4,13
493,ENSG00000037474,NSUN2,0
494,ENSG00000037637,FBXO42,0
495,ENSG00000037749,MFAP3,0
496,ENSG00000037757,MRI1,0
497,ENSG00000037897,METTL1,1
498,ENSG00000037965,HOXC8,0
499,ENSG00000038002,AGA,0
500,ENSG00000038210,PI4K2B,4
501,ENSG00000038219,BOD1L1,5
502,ENSG00000038274,MAT2B,3
503,ENSG00000038295,TLL1,0
504,ENSG00000038358,EDC4,9
505,ENSG00000038382,TRIO,2
506,ENSG00000038427,VCAN,10
507,ENSG00000038532,CLEC16A,1
508,ENSG00000038945,MSR1,1
509,ENSG00000039068,CDH1,102
510,ENSG00000039123,MTREX,55
511,ENSG00000039139,DNAH5,13
512,ENSG00000039523,RIPOR1,0
513,ENSG00000039537,C6,20
514,ENSG00000039560,RAI14,0
515,ENSG00000039600,SOX30,0
516,ENSG00000039650,PNKP,4
517,ENSG00000039987,BEST2,0
518,ENSG00000040199,PHLPP2,4
519,ENSG00000040275,SPDL1,8
520,ENSG00000040341,STAU2,2
521,ENSG00000040487,SLC66A1,0
522,ENSG00000040531,CTNS,0
523,ENSG00000040608,RTN4R,7
524,ENSG00000040633,PHF23,0
525,ENSG00000040731,CDH10,8
526,ENSG00000040933,INPP4A,0
527,ENSG00000041353,RAB27B,5
528,ENSG00000041357,PSMA4,49
529,ENSG00000041515,MYO16,0
530,ENSG00000041802,LSG1,28
531,ENSG00000041880,PARP3,0
532,ENSG00000041982,TNC,2
533,ENSG00000041988,THAP3,0
534,ENSG00000042062,RIPOR3,0
535,ENSG00000042088,TDP1,4
536,ENSG00000042286,AIFM2,0
537,ENSG00000042317,SPATA7,0
538,ENSG00000042429,MED17,75
539,ENSG00000042445,RETSAT,0
540,ENSG00000042493,CAPG,3
541,ENSG00000042753,AP2S1,39
542,ENSG00000042781,USH2A,6
543,ENSG00000042813,ZPBP,0
544,ENSG00000042832,TG,4
545,ENSG00000042980,ADAM28,2
546,ENSG00000043039,BARX2,0
547,ENSG00000043143,JADE2,4
548,ENSG00000043355,ZIC2,0
549,ENSG00000043462,LCP2,30
550,ENSG00000043514,TRIT1,0
551,ENSG00000043591,ADRB1,4
552,ENSG00000044090,CUL7,0
553,ENSG00000044115,CTNNA1,22
554,ENSG00000044446,PHKA2,6
555,ENSG00000044459,CNTLN,2
556,ENSG00000044524,EPHA3,8
557,ENSG00000044574,HSPA5,43
558,ENSG00000046604,DSG2,5
559,ENSG00000046647,GEMIN8,14
560,ENSG00000046651,OFD1,4
561,ENSG00000046653,GPM6B,0
562,ENSG00000046889,PREX2,0
563,ENSG00000047056,WDR37,1
564,ENSG00000047188,YTHDC2,2
565,ENSG00000047230,CTPS2,2
566,ENSG00000047249,ATP6V1H,30
567,ENSG00000047315,POLR2B,106
568,ENSG00000047346,ATOSA,0
569,ENSG00000047365,ARAP2,0
570,ENSG00000047410,TPR,41
571,ENSG00000047457,CP,6
572,ENSG00000047578,KATNIP,0
573,ENSG00000047579,DTNBP1,14
574,ENSG00000047597,XK,1
575,ENSG00000047617,ANO2,0
576,ENSG00000047621,C12orf4,0
577,ENSG00000047648,ARHGAP6,0
578,ENSG00000047662,FAM184B,0
579,ENSG00000047932,GOPC,4
580,ENSG00000047936,ROS1,0
581,ENSG00000048028,USP28,8
582,ENSG00000048052,HDAC9,12
583,ENSG00000048140,TSPAN17,0
584,ENSG00000048162,NOP16,0
585,ENSG00000048342,CC2D2A,13
586,ENSG00000048392,RRM2B,3
587,ENSG00000048405,ZNF800,0
588,ENSG00000048462,TNFRSF17,3
589,ENSG00000048471,SNX29,0
590,ENSG00000048540,LMO3,1
591,ENSG00000048544,MRPS10,95
592,ENSG00000048545,GUCA1A,0
593,ENSG00000048649,RSF1,11
594,ENSG00000048707,VPS13D,0
595,ENSG00000048740,CELF2,0
596,ENSG00000048828,FAM120A,0
597,ENSG00000048991,R3HDM1,0
598,ENSG00000049089,COL9A2,6
599,ENSG00000049130,KITLG,6
600,ENSG00000049167,ERCC8,76
601,ENSG00000049192,ADAMTS6,0
602,ENSG00000049239,H6PD,3
603,ENSG00000049245,VAMP3,34
604,ENSG00000049246,PER3,4
605,ENSG00000049249,TNFRSF9,0
606,ENSG00000049283,EPN3,7
607,ENSG00000049323,LTBP1,7
608,ENSG00000049449,RCN1,1
609,ENSG00000049540,ELN,0
610,ENSG00000049541,RFC2,15
611,ENSG00000049618,ARID1B,33
612,ENSG00000049656,CLPTM1L,0
613,ENSG00000049759,NEDD4L,18
614,ENSG00000049768,FOXP3,13
615,ENSG00000049769,PPP1R3F,8
616,ENSG00000049860,HEXB,4
617,ENSG00000049883,PTCD2,0
618,ENSG00000050030,NEXMIF,0
619,ENSG00000050165,DKK3,1
620,ENSG00000050327,ARHGEF5,0
621,ENSG00000050344,NFE2L3,1
622,ENSG00000050393,MCUR1,6
623,ENSG00000050405,LIMA1,1
624,ENSG00000050426,LETMD1,0
625,ENSG00000050438,SLC4A8,0
626,ENSG00000050555,LAMC3,6
627,ENSG00000050628,PTGER3,3
628,ENSG00000050748,MAPK9,9
629,ENSG00000050767,COL23A1,5
630,ENSG00000050820,BCAR1,29
631,ENSG00000051009,FHIP1B,4
632,ENSG00000051108,HERPUD1,0
633,ENSG00000051128,HOMER3,6
634,ENSG00000051180,RAD51,65
635,ENSG00000051341,POLQ,0
636,ENSG00000051382,PIK3CB,24
637,ENSG00000051523,CYBA,17
638,ENSG00000051596,THOC3,10
639,ENSG00000051620,HEBP2,1
640,ENSG00000051825,MPHOSPH9,0
641,ENSG00000052126,PLEKHA5,0
642,ENSG00000052344,PRSS8,0
643,ENSG00000052723,SIKE1,18
644,ENSG00000052749,RRP12,33
645,ENSG00000052795,FNIP2,10
646,ENSG00000052802,MSMO1,2
647,ENSG00000052841,TTC17,0
648,ENSG00000052850,ALX4,0
649,ENSG00000053108,FSTL4,0
650,ENSG00000053254,FOXN3,1
651,ENSG00000053328,METTL24,0
652,ENSG00000053372,MRTO4,22
653,ENSG00000053501,USE1,17
654,ENSG00000053702,NRIP2,0
655,ENSG00000053747,LAMA3,5
656,ENSG00000053770,AP5M1,19
657,ENSG00000053900,ANAPC4,47
658,ENSG00000053918,KCNQ1,17
659,ENSG00000054116,TRAPPC3,13
660,ENSG00000054118,THRAP3,19
661,ENSG00000054148,PHPT1,0
662,ENSG00000054179,ENTPD2,0
663,ENSG00000054219,LY75,0
664,ENSG00000054267,ARID4B,17
665,ENSG00000054277,OPN3,0
666,ENSG00000054282,SDCCAG8,1
667,ENSG00000054356,PTPRN,1
668,ENSG00000054392,HHAT,0
669,ENSG00000054523,KIF1B,3
670,ENSG00000054598,FOXC1,1
671,ENSG00000054611,TBC1D22A,0
672,ENSG00000054654,SYNE2,9
673,ENSG00000054690,PLEKHH1,0
674,ENSG00000054793,ATP9A,0
675,ENSG00000054796,SPO11,1
676,ENSG00000054803,CBLN4,0
677,ENSG00000054938,CHRDL2,0
678,ENSG00000054965,FAM168A,0
679,ENSG00000054967,RELT,0
680,ENSG00000054983,GALC,1
681,ENSG00000055044,NOP58,86
682,ENSG00000055070,SZRD1,3
683,ENSG00000055118,KCNH2,5
684,ENSG00000055130,CUL1,79
685,ENSG00000055147,FAM114A2,0
686,ENSG00000055163,CYFIP2,21
687,ENSG00000055208,TAB2,26
688,ENSG00000055211,GINM1,0
689,ENSG00000055332,EIF2AK2,9
690,ENSG00000055483,USP36,0
691,ENSG00000055609,KMT2C,15
692,ENSG00000055732,MCOLN3,3
693,ENSG00000055813,CCDC85A,0
694,ENSG00000055917,PUM2,4
695,ENSG00000055950,MRPL43,103
696,ENSG00000055955,ITIH4,9
697,ENSG00000055957,ITIH1,1
698,ENSG00000056050,HPF1,2
699,ENSG00000056097,ZFR,0
700,ENSG00000056277,ZNF280C,0
701,ENSG00000056291,NPFFR2,2
702,ENSG00000056487,PHF21B,0
703,ENSG00000056558,TRAF1,16
704,ENSG00000056586,RC3H2,0
705,ENSG00000056736,IL17RB,8
706,ENSG00000056972,TRAF3IP2,3
707,ENSG00000057019,DCBLD2,1
708,ENSG00000057252,SOAT1,1
709,ENSG00000057294,PKP2,8
710,ENSG00000057468,MSH4,4
711,ENSG00000057593,F7,6
712,ENSG00000057608,GDI2,13
713,ENSG00000057657,PRDM1,2
714,ENSG00000057663,ATG5,25
715,ENSG00000057704,TMCC3,0
716,ENSG00000057757,PITHD1,0
717,ENSG00000057935,MTA3,17
718,ENSG00000058056,USP13,7
719,ENSG00000058063,ATP11B,2
720,ENSG00000058085,LAMC2,5
721,ENSG00000058091,CDK14,2
722,ENSG00000058262,SEC61A1,81
723,ENSG00000058272,PPP1R12A,10
724,ENSG00000058335,RASGRF1,3
725,ENSG00000058404,CAMK2B,5
726,ENSG00000058453,CROCC,3
727,ENSG00000058600,POLR3E,16
728,ENSG00000058668,ATP2B4,2
729,ENSG00000058729,RIOK2,38
730,ENSG00000058799,YIPF1,0
731,ENSG00000058804,NDC1,28
732,ENSG00000058866,DGKG,0
733,ENSG00000059122,FLYWCH1,0
734,ENSG00000059145,UNKL,0
735,ENSG00000059377,TBXAS1,0
736,ENSG00000059378,PARP12,0
737,ENSG00000059573,ALDH18A1,0
738,ENSG00000059588,TARBP1,0
739,ENSG00000059691,GATB,4
740,ENSG00000059728,MXD1,3
